argument_text,average_strength,argument_id,argument_itself,text,label,mace_label_1,mace_prob_1,mace_label_2,mace_prob_2,mace_label_3,mace_prob_3
"She abused the noun 'right' so much that I can't hear or read it without thinking of her... She doesn't really need to be here, so she has no claim that she ought to. She is obviously causing trouble for well meaning users, and I think the needs of these users should be respected more than hers.",2.3488372093023258,arg478176,"She is obviously causing trouble for well meaning users, and I think the needs of these users should be respected more than hers.","She abused the noun 'right' so much that I can't hear or read it without thinking of her... She doesn't really need to be here, so she has no claim that she ought to. She is obviously causing trouble for well meaning users, and I think the needs of these users should be respected more than hers.",3,strong,0.938856251251614,moderate,0.0305718743741928,weak,0.0305718743741928
Allowing in refugees will bring in ISIS militants. I think we should focus on creating a safe zone for the refugees outside of the US. Therefore we wont have to deal with more terrorist,2.5,arg675737,Allowing in refugees will bring in ISIS militants. I think we should focus on creating a safe zone for the refugees outside of the US. Therefore we wont have to deal with more terrorist,Allowing in refugees will bring in ISIS militants. I think we should focus on creating a safe zone for the refugees outside of the US. Therefore we wont have to deal with more terrorist,3,strong,0.938856251251614,moderate,0.0305718743741928,weak,0.0305718743741928
Is homosexuality wrong?: No.Why is it wrong?: It's not.What gives religions the right to take away the freedom from homosexuals?: Nothing does. Separation of Church and State does not allow that.Why are people so ignorant to think it is a choice?: Close-minded attitudes.,2.0,arg191724,Is homosexuality wrong?: No.Why is it wrong?: It's not.What gives religions the right to take away the freedom from homosexuals?: Nothing does. Separation of Church and State does not allow that.Why are people so ignorant to think it is a choice?: Close-minded attitudes.,Is homosexuality wrong?: No.Why is it wrong?: It's not.What gives religions the right to take away the freedom from homosexuals?: Nothing does. Separation of Church and State does not allow that.Why are people so ignorant to think it is a choice?: Close-minded attitudes.,2,strong,0.937987958602842,moderate,0.031006020698579,weak,0.031006020698579
"Of course not; he has done nothing to actually create peace.He is nothing but a good speaker. If you really want to give someone a nobel peace prize for bringing hope and change to their people, try Che, Hitler, Stalin or Mussolini. Those guys were very inspirational.",2.246923076923077,arg68540,he has done nothing to actually create peace.He is nothing but a good speaker.,"Of course not; he has done nothing to actually create peace.He is nothing but a good speaker. If you really want to give someone a nobel peace prize for bringing hope and change to their people, try Che, Hitler, Stalin or Mussolini. Those guys were very inspirational.",2,strong,0.937987958602842,moderate,0.031006020698579,weak,0.031006020698579
"In minecraft, there is only a certain number of mods per version. In ROBLOX, you have more mods than ever and they work no matter what version.",2.5,arg520753,"In ROBLOX, you have more mods than ever and they work no matter what version.","In minecraft, there is only a certain number of mods per version. In ROBLOX, you have more mods than ever and they work no matter what version.",3,weak,0.936181847990313,strong,0.0330515516066981,moderate,0.0307666004029889
Students should have the right to express themselves through clothing since most of their other ways of expressing themselves have already been eliminated,2.67,arg198374,Students should have the right to express themselves through clothing since most of their other ways of expressing themselves have already been eliminated,Students should have the right to express themselves through clothing since most of their other ways of expressing themselves have already been eliminated,3,strong,0.93441331583198,moderate,0.0383397681594505,weak,0.0272469160085697
"I feel we should have to pay taxes. Taxes are used to pay for things like public schools, parks, new roads, and our military. These are all very important to our society.",2.326716417910448,arg883110,"Taxes are used to pay for things like public schools, parks, new roads, and our military. These are all very important to our society.","I feel we should have to pay taxes. Taxes are used to pay for things like public schools, parks, new roads, and our military. These are all very important to our society.",2,strong,0.934340618695285,moderate,0.0383822644588454,weak,0.0272771168458693
If u don't like it don't eat it. But it provides a lot of jobs. Not well payed jobs but jobs.,1.5,arg306770,If u don't like it don't eat it. But it provides a lot of jobs,If u don't like it don't eat it. But it provides a lot of jobs. Not well payed jobs but jobs.,1,strong,0.931728213945865,moderate,0.0353432543100946,weak,0.03292853174404
"The monster truck is and will be upgradable or customizable, but you must have the right things to do it",3.0,arg625604,upgradable or customizable,"The monster truck is and will be upgradable or customizable, but you must have the right things to do it",3,strong,0.930803572562523,moderate,0.0345982137187386,weak,0.0345982137187386
no we don't really need meat we can live on vegies though even I ocassionally eat meat (chicken) I really like chilly chicken though living on meat is not something that i planned,1.33,arg110330,no we don't really need meat we can live on vegies,no we don't really need meat we can live on vegies though even I ocassionally eat meat (chicken) I really like chilly chicken though living on meat is not something that i planned,1,moderate,0.929691159718449,weak,0.0351544201407753,strong,0.0351544201407753
"You guys seriously think drake is better hahaha everything bout weezy is great his laugh, rap, freestyles, guts EVERYTHING BOUT WEEZY IS GREAT!!!!!!!!",2.5,arg103653,"everything bout weezy is great his laugh, rap, freestyles, guts ","You guys seriously think drake is better hahaha everything bout weezy is great his laugh, rap, freestyles, guts EVERYTHING BOUT WEEZY IS GREAT!!!!!!!!",3,weak,0.925912209889152,moderate,0.038354110218888,strong,0.0357336798919602
"I think the the artifacts need to tell in Africa because they made it with there own materials, The artifacts could have been from a Ruler and need to put the artifacts in there tombs, And the artifacts can make the Africans recall there history, and help them study there history.",2.5,arg973609,"The artifacts could have been from a Ruler and need to put the artifacts in there tombs, And the artifacts can make the Africans recall there history, and help them study there history.","I think the the artifacts need to tell in Africa because they made it with there own materials, The artifacts could have been from a Ruler and need to put the artifacts in there tombs, And the artifacts can make the Africans recall there history, and help them study there history.",3,weak,0.925912209889152,moderate,0.038354110218888,strong,0.0357336798919602
there is no doubt that god exits he does and always will even if people think he does not exits than they should even answer us that how were they made and if once life ends will they be just sleeping if commonsense is used than it's easy to understand,2.0,arg416658,there is no doubt that god exits he does and always will even if people think he does not exits than they should even answer us that how were they made and if once life ends will they be just sleeping if commonsense is used than it's easy to understand,there is no doubt that god exits he does and always will even if people think he does not exits than they should even answer us that how were they made and if once life ends will they be just sleeping if commonsense is used than it's easy to understand,2,weak,0.925756002500434,moderate,0.0371219987497832,strong,0.0371219987497832
Taxes matter because it helps sustainable funding for social programs and public investment to promote economic growth and development.. It helps communities for a good cause and people who need help and don’t have anything .http://www.doingbusiness.org/data/exploretopics/paying-taxes/why-matters,2.263452914798206,arg883109,Taxes matter because it helps sustainable funding for social programs and public investment to promote economic growth and development.. It helps communities for a good cause and people who need help and don’t have anything,Taxes matter because it helps sustainable funding for social programs and public investment to promote economic growth and development.. It helps communities for a good cause and people who need help and don’t have anything .http://www.doingbusiness.org/data/exploretopics/paying-taxes/why-matters,2,strong,0.924080517125472,moderate,0.0379597414372644,weak,0.0379597414372644
yes because everyone deserves to be with the person they love wether of the opposite race or of the same gender it doesn't matter we all deserve to be equal.,2.231034482758621,arg723336,everyone deserves to be with the person they love wether of the opposite race or of the same gender it doesn't matter we all deserve to be equal.,yes because everyone deserves to be with the person they love wether of the opposite race or of the same gender it doesn't matter we all deserve to be equal.,2,weak,0.922622354798034,strong,0.0417709305097964,moderate,0.0356067146921698
I like soccer better because it is not about winning the sport it is about have fun,3.0,arg763735,soccer better because it is not about winning the sport it is about have fun,I like soccer better because it is not about winning the sport it is about have fun,3,weak,0.919006324564095,moderate,0.0404968377179525,strong,0.0404968377179525
Obama hasn't done ANYTHING to help this country! All he's done this entire term is play Nintendo Wii (as much as I love video games) and go on vacations!,1.9837254901960784,arg261664,Obama hasn't done ANYTHING to help this country! All he's done this entire term is play Nintendo Wii (as much as I love video games) and go on vacations!,Obama hasn't done ANYTHING to help this country! All he's done this entire term is play Nintendo Wii (as much as I love video games) and go on vacations!,2,moderate,0.902644774623278,strong,0.0525554679696207,weak,0.044799757407101
"We should be taxed because our tax dollars pay for many things in our society, including education, roads, hospitals, etc. Tax dollars also ensure a safe environment for the community. https://www.thebalance.com/why-do-we-pay-taxes-4067684",2.6666666666666665,arg897518,"We should be taxed because our tax dollars pay for many things in our society, including education, roads, hospitals, etc. Tax dollars also ensure a safe environment for the community","We should be taxed because our tax dollars pay for many things in our society, including education, roads, hospitals, etc. Tax dollars also ensure a safe environment for the community. https://www.thebalance.com/why-do-we-pay-taxes-4067684",3,strong,0.901500345258296,moderate,0.0492498273708522,weak,0.0492498273708522
That religious kid wearing that sign needs to chill out .,1.0,arg332512,That religious kid wearing that sign needs to chill out .,That religious kid wearing that sign needs to chill out .,1,strong,0.897361475281245,moderate,0.058866354786478,weak,0.0437721699322771
462 to 462...hehe let me give the 463th point to......................E N G L A N DWhy ? cause I simply hate everything about USA......Camasino Team,1.0,arg226549,simply hate everything about USA,462 to 462...hehe let me give the 463th point to......................E N G L A N DWhy ? cause I simply hate everything about USA......Camasino Team,1,moderate,0.895778096305091,weak,0.0521109518474544,strong,0.0521109518474544
"This is a matter of ethics, not a responsibility to pay anyone slope game",2.5,arg1074642,"This is a matter of ethics, not a responsibility to pay anyone slope game","This is a matter of ethics, not a responsibility to pay anyone slope game",3,moderate,0.895744539429696,strong,0.0562804358724311,weak,0.0479750246978728
"America, this place is all about choice, and the freedom to do as one desires. Yes, it is, but so many people are unaware that they are not completely matured until your early twenties. the average is from 20-24. It is vital to maintain the substance let out into your people, so i think the limits and understanding of the these limits would justify why these things are the way they are.",2.0,arg254784,"so many people are unaware that they are not completely matured until your early twenties. the average is from 20-24. It is vital to maintain the substance let out into your people, so i think the limits and understanding of the these limits would justify why these things are the way they are","America, this place is all about choice, and the freedom to do as one desires. Yes, it is, but so many people are unaware that they are not completely matured until your early twenties. the average is from 20-24. It is vital to maintain the substance let out into your people, so i think the limits and understanding of the these limits would justify why these things are the way they are.",2,weak,0.892169260923106,strong,0.0558457605736904,moderate,0.0519849785032035
:::(:*:&:6:^:%^%:m my code for:I hate smoking it is bad!,2.0,arg156105,I hate smoking it is bad!,:::(:*:&:6:^:%^%:m my code for:I hate smoking it is bad!,2,strong,0.891368489676775,moderate,0.0543157551616126,weak,0.0543157551616126
the united states has the power to destroy north Korea. we already beat them once why are they coming back for more. we will just beat them again. No other countries care about North Korea.,2.0,arg858489,the united states has the power to destroy north Korea. we already beat them once why are they coming back for more. we will just beat them again. ,the united states has the power to destroy north Korea. we already beat them once why are they coming back for more. we will just beat them again. No other countries care about North Korea.,2,strong,0.891368489676775,moderate,0.0543157551616126,weak,0.0543157551616126
Why does it have to be all true or all false? Couldn't it contain both truths and falsehoods?,1.5,arg493163,Why does it have to be all true or all false? Couldn't it contain both truths and falsehoods?,Why does it have to be all true or all false? Couldn't it contain both truths and falsehoods?,1,weak,0.889258710389026,moderate,0.0553706448054868,strong,0.0553706448054868
"Anything Sexual, is uncivil.",2.0,arg539968,"Anything Sexual, is uncivil.","Anything Sexual, is uncivil.",2,weak,0.882875886638696,strong,0.0619930655562169,moderate,0.0551310478050868
Yes because not only can people kill others they can kill themselves,2.5,arg109254,Yes because not only can people kill others they can kill themselves,Yes because not only can people kill others they can kill themselves,3,strong,0.881802587088111,moderate,0.0590987064559444,weak,0.0590987064559444
"i think some sort of god(s) is out there, but i don't think its the god of any man made religion.",1.5,arg138586,i think some sort of god(s) is out there,"i think some sort of god(s) is out there, but i don't think its the god of any man made religion.",1,strong,0.881802587088111,moderate,0.0590987064559444,weak,0.0590987064559444
"Government spending is consumption, and spending doesn't create jobs or wealth, it consumes. Only savings and production creates jobs and wealth.",2.358620689655172,arg420414,"Government spending is consumption, and spending doesn't create jobs or wealth, it consumes. Only savings and production creates jobs and wealth.","Government spending is consumption, and spending doesn't create jobs or wealth, it consumes. Only savings and production creates jobs and wealth.",3,strong,0.881802587088111,moderate,0.0590987064559444,weak,0.0590987064559444
"Oh my gosh! A simple reason why girls rule. Because there is not a single time in history where boys have won an argument with a girl. If they can't even win a argument with them, then how do you expect them to girl over her?",2.0,arg634919,there is not a single time in history where boys have won an argument with a girl.,"Oh my gosh! A simple reason why girls rule. Because there is not a single time in history where boys have won an argument with a girl. If they can't even win a argument with them, then how do you expect them to girl over her?",2,strong,0.881802587088111,moderate,0.0590987064559444,weak,0.0590987064559444
No becase inasent pepole got killed and they had to clean up all the mess,2.0,arg93524, inasent pepole got killed and they had to clean up all the mess,No becase inasent pepole got killed and they had to clean up all the mess,2,strong,0.881802587088111,moderate,0.0590987064559444,weak,0.0590987064559444
"Yes, water is wet and i can prove this by dipping my clothes in bucket full of water...Think on this....",2.5,arg247592,i can prove this by dipping my clothes in bucket full of water,"Yes, water is wet and i can prove this by dipping my clothes in bucket full of water...Think on this....",3,weak,0.879794538773631,moderate,0.0689415338657015,strong,0.0512639273606681
i support socilism because you know people then have to pay their fair share of taxes and the gouverment had more power and far more oversight over buincess and companies espiscally large compines,1.6231632653061223,arg122926,i support socilism because you know people then have to pay their fair share of taxes and the gouverment had more power and far more oversight over buincess and companies espiscally large compines,i support socilism because you know people then have to pay their fair share of taxes and the gouverment had more power and far more oversight over buincess and companies espiscally large compines,1,weak,0.877122822408679,moderate,0.0614385887956604,strong,0.0614385887956604
"We should limit ourselves to things that are current viable IE exploration of our solar system.Anyone with an IQ knows that interstellar travel is far beyond our reach, and will remain so for the forseeable future.Anyone who thinks otherwise is a star trek fuktard who lives in his mommies basement.",2.5,arg154793,"nyone with an IQ knows that interstellar travel is far beyond our reach, and will remain so for the forseeable future.","We should limit ourselves to things that are current viable IE exploration of our solar system.Anyone with an IQ knows that interstellar travel is far beyond our reach, and will remain so for the forseeable future.Anyone who thinks otherwise is a star trek fuktard who lives in his mommies basement.",3,weak,0.877122822408679,moderate,0.0614385887956604,strong,0.0614385887956604
"superheros are surely misleading idols. they impress children by their ability to fly, jump higher, their power etc. then after children try to imitate them. this has led to serious accidents many times as children have jumped from buildings etc. so superheros are misleading.",1.9148305084745765,arg172343,"they impress children by their ability to fly, jump higher, their power etc. then after children try to imitate them. this has led to serious accidents many times as children have jumped from buildings etc. so superheros are misleading.","superheros are surely misleading idols. they impress children by their ability to fly, jump higher, their power etc. then after children try to imitate them. this has led to serious accidents many times as children have jumped from buildings etc. so superheros are misleading.",2,weak,0.877122822408679,moderate,0.0614385887956604,strong,0.0614385887956604
"There presently isn't a single piece of evidence for the existance of a god, so no.",1.5,arg31621,"There presently isn't a single piece of evidence for the existance of a god, so no.","There presently isn't a single piece of evidence for the existance of a god, so no.",1,weak,0.877122822408679,moderate,0.0614385887956604,strong,0.0614385887956604
"The murders of a person is a crime that cant be overlook, to sleep next to a person who has commited this crime, and you knowing about makes you as much responsible as that persons.",2.118508287292818,arg33304,"The murders of a person is a crime that cant be overlook, to sleep next to a person who has commited this crime, and you knowing about makes you as much responsible as that persons.","The murders of a person is a crime that cant be overlook, to sleep next to a person who has commited this crime, and you knowing about makes you as much responsible as that persons.",2,weak,0.877122822408679,moderate,0.0614385887956604,strong,0.0614385887956604
Disney Channel shouldn't have gay couples in it. Most of the audience is children and they shouldn't be exposed to this. This just disgusts and sickens me on what people are allowing theses days to support what is wrong.,2.67,arg530791,Most of the audience is children and they shouldn't be exposed to this,Disney Channel shouldn't have gay couples in it. Most of the audience is children and they shouldn't be exposed to this. This just disgusts and sickens me on what people are allowing theses days to support what is wrong.,3,weak,0.877122822408679,moderate,0.0614385887956604,strong,0.0614385887956604
I would like to have my license ASAP and not having to wait till turning 18 sounds intriguing,2.0,arg564403,I would like to have my license ASAP and not having to wait till turning 18 sounds intriguing,I would like to have my license ASAP and not having to wait till turning 18 sounds intriguing,2,weak,0.877122822408679,moderate,0.0614385887956604,strong,0.0614385887956604
